Kasus Harian,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo
7-Oct-20,72,105,80,10,4,20,1211,22,752,384,331,10,202,37,40,13,10,7,114,194,22,96,95,139,23,16,150,,48,69,141,20,18,83
8-Oct-20,169,107,122,2,12,51,1182,46,597,348,347,13,238,11,42,6,29,14,83,201,33,99,100,213,14,58,244,5,94,210,98,6,47,9
9-Oct-20,123,138,141,14,11,56,943,45,504,412,310,28,135,24,81,3,,28,63,295,19,95,63,101,11,,204,,,100,116,10,19,2
10-Oct-20,98,131,171,7,11,69,1259,30,268,410,310,80,131,17,53,5,75,7,66,245,40,88,58,163,13,31,231,7,124,37,44,1,7,7
11-Oct-20,123,107,106,13,7,35,1389,22,205,318,269,81,194,34,76,8,22,19,33,350,54,85,91,176,16,11,310,,39,125,150,15,7,7
12-Oct-20,77,93,79,,1,43,1211,13,286,239,296,,66,26,26,4,72,15,45,166,5,87,59,81,1,16,209,16,13,20,,,,2
13-Oct-20,51,76,81,1,3,38,1054,38,565,466,315,14,108,11,78,13,22,8,66,172,9,89,109,98,17,15,163,5,6,43,142,23,7,
14-Oct-20,65,109,91,5,18,26,1038,30,442,286,299,17,210,9,55,11,19,26,60,351,45,88,66,149,10,42,300,4,5,,224,15,2,10
15-Oct-20,117,100,111,4,7,45,1071,23,590,472,267,29,165,27,76,,39,25,58,363,11,90,100,113,21,17,181,1,12,156,111,7,1,1
16-Oct-20,177,92,116,4,7,45,1045,26,424,443,291,25,94,31,68,14,69,33,53,484,62,89,48,107,,29,278,5,8,118,,5,7,4
17-Oct-20,182,92,127,11,23,24,974,26,500,416,238,31,197,36,71,4,,27,46,450,29,86,73,66,51,35,256,,42,112,69,5,2,
18-Oct-20,115,74,130,16,15,40,971,14,211,356,242,15,382,,39,23,68,31,39,263,26,83,226,131,17,13,284,,40,161,71,3,3,3
19-Oct-20,116,109,120,1,3,18,926,6,524,316,242,,85,41,7,1,47,28,39,242,41,91,26,43,2,42,197,11,36,10,,,1,2
20-Oct-20,98,75,79,7,35,13,964,39,472,449,300,23,68,27,42,,32,21,47,168,22,90,26,67,39,36,167,11,20,17,129,15,4,
21-Oct-20,79,87,171,15,2,33,1000,22,657,374,327,,183,13,20,20,97,32,99,279,27,87,81,97,36,44,313,10,7,35,,4,13,3
22-Oct-20,103,83,220,6,11,45,989,19,736,513,268,46,259,,27,17,,25,34,223,12,85,90,77,13,40,282,28,,73,95,,10,3
23-Oct-20,90,78,145,,33,28,952,24,504,571,295,31,223,51,48,9,114,20,73,257,45,91,78,61,12,62,276,7,26,97,49,,19,
24-Oct-20,88,76,105,5,8,44,1062,26,421,284,289,36,241,20,46,5,81,6,65,300,44,84,72,65,12,29,380,1,68,21,57,7,15,7
25-Oct-20,87,109,231,4,26,44,771,22,356,356,268,,175,18,19,14,155,22,22,359,33,90,43,43,18,50,290,,21,6,49,9,3,19
26-Oct-20,40,67,120,1,,26,906,9,431,156,296,13,106,23,2,2,138,26,16,269,23,93,10,14,4,45,205,4,,6,167,1,1,2
27-Oct-20,13,65,124,12,22,41,781,7,390,316,289,29,123,10,12,9,103,29,43,313,11,90,38,205,17,40,246,1,33,83,,9,14,2
28-Oct-20,74,68,170,7,23,45,844,32,403,318,246,14,214,4,70,14,135,27,86,276,44,92,143,120,10,43,253,3,13,106,125,3,2,2
29-Oct-20,34,59,91,5,9,82,713,31,459,368,268,13,208,40,32,9,163,10,77,335,64,88,46,23,7,28,260,,5,8,20,,10,
30-Oct-20,21,65,107,3,32,59,612,11,320,195,222,17,205,11,44,7,67,16,43,301,37,89,24,41,,37,161,3,,48,62,27,,10
31-Oct-20,11,52,84,2,,32,750,,411,617,223,5,116,5,48,1,40,6,62,252,19,93,24,6,2,31,127,,62,13,45,2,2,
1-Nov-20,21,57,90,4,1,16,608,,245,458,253,22,168,,25,4,17,24,54,225,21,91,120,25,19,26,31,,11,40,,7,9,4
2-Nov-20,31,25,74,5,5,32,1024,,341,248,284,,86,37,12,3,22,2,18,178,24,79,3,2,2,33,11,33,,,,,4,
3-Nov-20,25,60,72,11,12,49,617,7,484,453,272,35,152,17,16,12,63,18,31,73,24,78,7,27,11,52,106,,14,91,45,5,24,10
4-Nov-20,44,73,90,34,18,40,768,5,516,547,239,19,146,20,15,15,34,26,70,170,8,79,42,70,17,48,172,2,,18,,1,10,
5-Nov-20,37,60,50,15,23,168,797,10,627,360,278,60,307,50,93,16,44,54,68,238,43,77,41,63,32,38,159,1,7,31,193,10,15,
6-Nov-20,71,74,104,15,17,25,672,15,587,613,289,79,190,49,63,7,42,21,94,235,1,78,79,26,25,44,143,3,30,66,,12,8,1
7-Nov-20,27,68,125,13,40,38,1118,18,476,489,269,83,265,42,50,11,43,32,83,167,52,76,73,125,25,39,165,2,10,54,,162,17,5
8-Nov-20,26,44,59,16,38,34,826,41,479,640,282,36,201,53,46,3,84,46,42,196,58,78,46,77,59,60,158,,40,52,33,9,10,8
9-Nov-20,3,68,120,,4,32,716,36,330,619,234,,75,35,10,4,28,44,26,126,44,75,4,58,,86,13,4,11,8,,35,1,4
10-Nov-20,29,44,55,10,24,21,1013,11,748,680,272,,123,20,59,6,,11,51,112,30,76,92,48,30,,151,3,29,23,,,8,
11-Nov-20,51,93,125,48,18,30,587,11,668,161,168,33,345,45,71,12,158,36,76,254,78,78,30,168,37,99,146,28,25,72,,13,6,
12-Nov-20,27,89,100,23,13,79,831,15,733,608,270,13,235,89,49,13,97,28,72,198,37,79,42,26,12,95,116,,44,11,100,12,12,5
13-Nov-20,45,64,111,11,61,61,1033,20,801,1362,239,13,277,89,31,6,74,48,68,189,19,80,86,131,22,137,146,9,17,25,147,4,18,
14-Nov-20,20,48,166,15,37,51,1255,19,809,1222,256,12,146,36,51,24,21,27,64,244,65,78,58,69,8,87,130,6,25,31,177,8,7,
15-Nov-20,49,60,159,,11,7,1165,16,309,1071,217,13,206,50,74,20,,14,44,213,49,84,,75,2,14,163,4,14,,,3,,
16-Nov-20,21,7,,2,2,67,1006,,558,705,264,9,159,,22,2,2,,45,38,101,118,41,46,75,61,148,3,,,17,5,11,
17-Nov-20,43,2,,15,14,90,1037,10,648,652,206,38,171,65,14,15,1,4,50,105,46,101,17,63,33,22,268,20,19,1,6,6,25,
18-Nov-20,18,69,54,12,21,153,1148,27,365,495,480,39,254,45,83,14,,21,50,210,7,85,96,46,73,,274,5,4,75,4,2,33,3
19-Nov-20,50,88,159,23,21,108,1185,40,394,444,425,28,131,20,40,,21,16,44,195,121,79,70,116,51,125,688,1,50,36,,29,,
20-Nov-20,21,61,128,10,15,68,1240,45,872,509,379,34,165,65,58,48,7,39,71,218,144,79,76,105,4,44,176,13,10,69,,6,13,
21-Nov-20,42,94,182,8,62,56,1579,44,364,655,343,10,251,58,89,31,,28,53,243,20,76,66,88,59,46,308,8,33,71,,6,25,
22-Nov-20,18,103,122,9,31,77,1342,29,372,477,295,16,138,131,75,48,174,10,57,229,22,74,49,97,61,46,171,3,10,46,,9,14,5
23-Nov-20,30,68,171,11,5,82,1009,,602,1005,365,10,132,85,11,10,273,15,33,33,25,83,14,100,37,60,113,2,16,31,,2,8,1
24-Nov-20,6,111,144,15,13,84,1015,41,299,928,354,31,90,51,21,89,45,14,47,58,25,81,65,95,81,67,138,3,,76,100,2,1,2
25-Nov-20,39,95,128,19,48,150,1273,45,741,1008,402,24,190,58,64,48,28,10,59,260,79,84,52,37,55,84,236,3,53,79,39,2,42,
26-Nov-20,24,111,145,17,30,103,1064,39,776,559,390,10,222,49,49,37,18,17,81,307,44,82,46,78,13,102,206,1,104,49,36,25,75,8
27-Nov-20,21,82,191,20,42,89,1436,46,699,963,428,29,165,86,44,57,46,38,49,239,152,92,102,141,39,157,261,6,,14,39,22,33,
28-Nov-20,11,99,234,18,43,138,1370,47,367,1118,453,27,220,86,56,33,26,32,38,186,47,93,73,92,30,125,170,7,41,35,28,30,27,18
29-Nov-20,27,109,151,12,71,139,1431,46,228,2036,412,27,204,157,40,31,67,24,41,273,18,88,62,113,31,56,173,2,108,4,8,7,52,19
